return_id,order_item_id,reason,status,refunded_amount,created_at,updated_at
288,15700,late_delivery,refunded,625.94,2024-11-24 06:39:54+00,2024-11-26 06:39:54+00
289,15758,damaged,refunded,223.9,2024-11-25 05:39:47+00,2024-11-27 05:39:47+00
290,15771,buyer_remorse,refunded,483.87,2024-11-25 06:48:55+00,2024-11-27 06:48:55+00
291,15804,buyer_remorse,refunded,585.64,2024-11-25 02:15:57+00,2024-11-27 02:15:57+00
292,15819,size_fit,refunded,762.81,2024-11-25 08:59:43+00,2024-11-27 08:59:43+00
293,15869,defective,refunded,42.51,2024-11-25 16:32:15+00,2024-11-27 16:32:15+00
294,15974,buyer_remorse,refunded,1664.89,2024-11-26 03:42:26+00,2024-11-28 03:42:26+00
295,16027,defective,refunded,228.04,2024-11-26 06:35:05+00,2024-11-28 06:35:05+00
296,16046,defective,refunded,242.54,2024-11-26 15:00:27+00,2024-11-28 15:00:27+00
297,16125,late_delivery,refunded,587.85,2024-11-27 18:32:39+00,2024-11-29 18:32:39+00
298,16182,late_delivery,refunded,318.3,2024-11-27 18:34:34+00,2024-11-29 18:34:34+00
299,16283,late_delivery,refunded,412.02,2024-11-27 08:37:09+00,2024-11-29 08:37:09+00
300,16382,damaged,refunded,199.84,2024-11-28 08:40:41+00,2024-11-30 08:40:41+00
301,16388,late_delivery,refunded,984.79,2024-11-28 01:48:46+00,2024-11-30 01:48:46+00
302,16395,buyer_remorse,refunded,143.21,2024-11-28 12:57:11+00,2024-11-30 12:57:11+00
303,16458,defective,refunded,1030.5,2024-11-28 03:20:16+00,2024-11-30 03:20:16+00
304,16564,late_delivery,refunded,2757.37,2024-11-29 14:16:05+00,2024-12-01 14:16:05+00
305,16750,defective,refunded,314.13,2024-11-30 21:16:38+00,2024-12-02 21:16:38+00
306,16774,wrong_item,refunded,291.22,2024-11-30 13:32:54+00,2024-12-02 13:32:54+00
307,16856,defective,refunded,247.69,2024-12-01 04:10:29+00,2024-12-03 04:10:29+00
308,16911,defective,refunded,470.18,2024-12-01 14:51:20+00,2024-12-03 14:51:20+00
309,16964,buyer_remorse,refunded,202.34,2024-12-01 21:49:56+00,2024-12-03 21:49:56+00
310,17013,wrong_item,refunded,308.71,2024-12-01 17:15:29+00,2024-12-03 17:15:29+00
311,17075,late_delivery,refunded,984.79,2024-12-02 03:04:15+00,2024-12-04 03:04:15+00
312,17132,buyer_remorse,refunded,1008.54,2024-12-02 19:22:43+00,2024-12-04 19:22:43+00
313,17231,wrong_item,refunded,119.1,2024-12-03 00:03:49+00,2024-12-05 00:03:49+00
314,17301,buyer_remorse,refunded,1040.64,2024-12-03 03:44:21+00,2024-12-05 03:44:21+00
315,17343,defective,refunded,334.65,2024-12-03 06:37:17+00,2024-12-05 06:37:17+00
316,17382,size_fit,refunded,224.71,2024-12-04 14:59:41+00,2024-12-06 14:59:41+00
317,17406,buyer_remorse,refunded,214.59,2024-12-04 17:12:08+00,2024-12-06 17:12:08+00
318,17432,size_fit,refunded,174.97,2024-12-04 19:23:42+00,2024-12-06 19:23:42+00
319,17646,size_fit,refunded,252.34,2024-12-05 16:04:41+00,2024-12-07 16:04:41+00
320,17725,buyer_remorse,refunded,56.6,2024-12-05 06:43:25+00,2024-12-07 06:43:25+00
321,17797,buyer_remorse,refunded,364.11,2024-12-06 10:59:47+00,2024-12-08 10:59:47+00
322,17811,damaged,refunded,357.3,2024-12-06 07:47:05+00,2024-12-08 07:47:05+00
323,17824,late_delivery,refunded,111.19,2024-12-06 08:06:44+00,2024-12-08 08:06:44+00
324,17867,buyer_remorse,refunded,1387.16,2024-12-06 23:08:03+00,2024-12-08 23:08:03+00
325,17902,defective,refunded,246.14,2024-12-06 03:40:33+00,2024-12-08 03:40:33+00
326,17929,buyer_remorse,refunded,1042.13,2024-12-06 15:04:36+00,2024-12-08 15:04:36+00
327,17954,wrong_item,refunded,384.18,2024-12-07 17:11:17+00,2024-12-09 17:11:17+00
328,18022,defective,refunded,992.6,2024-12-07 06:33:35+00,2024-12-09 06:33:35+00
329,18157,defective,refunded,730.11,2024-12-08 02:51:50+00,2024-12-10 02:51:50+00
330,18160,buyer_remorse,refunded,1299.29,2024-12-08 13:26:45+00,2024-12-10 13:26:45+00
331,18245,buyer_remorse,refunded,44.6,2024-12-08 11:18:14+00,2024-12-10 11:18:14+00
332,18256,wrong_item,refunded,129.53,2024-12-08 12:53:39+00,2024-12-10 12:53:39+00
333,18316,wrong_item,refunded,15.03,2024-12-08 13:56:34+00,2024-12-10 13:56:34+00
334,18379,late_delivery,refunded,1087.16,2024-12-09 05:40:43+00,2024-12-11 05:40:43+00
335,18448,damaged,refunded,414.6,2024-12-09 01:34:41+00,2024-12-11 01:34:41+00
336,18491,damaged,refunded,4513.6,2024-12-09 20:35:01+00,2024-12-11 20:35:01+00
337,18652,defective,refunded,1246.2,2024-12-10 19:06:03+00,2024-12-12 19:06:03+00
338,18687,damaged,refunded,283.14,2024-12-10 16:31:17+00,2024-12-12 16:31:17+00
339,18700,buyer_remorse,refunded,295.82,2024-12-10 01:13:30+00,2024-12-12 01:13:30+00
340,18845,late_delivery,refunded,723.92,2024-12-11 15:53:20+00,2024-12-13 15:53:20+00
341,18877,wrong_item,refunded,48.7,2024-12-11 08:36:41+00,2024-12-13 08:36:41+00
342,18886,damaged,refunded,951.77,2024-12-11 07:53:17+00,2024-12-13 07:53:17+00
343,18922,buyer_remorse,refunded,285.54,2024-12-11 16:05:14+00,2024-12-13 16:05:14+00
344,18960,size_fit,refunded,140.23,2024-12-12 16:01:42+00,2024-12-14 16:01:42+00
345,19001,late_delivery,refunded,167.37,2024-12-12 04:33:43+00,2024-12-14 04:33:43+00
346,19068,defective,refunded,649.02,2024-12-12 15:13:25+00,2024-12-14 15:13:25+00
347,19085,size_fit,refunded,1410.54,2024-12-12 16:47:08+00,2024-12-14 16:47:08+00
348,19121,wrong_item,refunded,1830.17,2024-12-12 12:15:10+00,2024-12-14 12:15:10+00
349,19150,damaged,refunded,895.69,2024-12-13 14:03:36+00,2024-12-15 14:03:36+00
350,19154,buyer_remorse,refunded,247.46,2024-12-13 13:02:39+00,2024-12-15 13:02:39+00
351,19229,late_delivery,refunded,1452.54,2024-12-13 09:03:39+00,2024-12-15 09:03:39+00
352,19338,late_delivery,refunded,213.35,2024-12-14 04:12:36+00,2024-12-16 04:12:36+00
353,19347,buyer_remorse,refunded,200.92,2024-12-14 18:35:57+00,2024-12-16 18:35:57+00
354,19518,damaged,refunded,73.08,2024-12-14 17:48:30+00,2024-12-16 17:48:30+00
355,19685,damaged,refunded,169.8,2024-12-15 19:59:00+00,2024-12-17 19:59:00+00
356,19687,damaged,refunded,518.5,2024-12-15 05:16:17+00,2024-12-17 05:16:17+00
357,19757,defective,refunded,97.71,2024-12-16 05:41:06+00,2024-12-18 05:41:06+00
358,19796,wrong_item,refunded,240.68,2024-12-16 20:27:23+00,2024-12-18 20:27:23+00
359,19904,wrong_item,refunded,431.53,2024-12-16 12:57:33+00,2024-12-18 12:57:33+00
360,20021,damaged,refunded,246.14,2024-12-17 09:13:38+00,2024-12-19 09:13:38+00
361,20029,late_delivery,refunded,140.68,2024-12-17 06:46:04+00,2024-12-19 06:46:04+00
362,20191,size_fit,refunded,557.57,2024-12-17 12:34:31+00,2024-12-19 12:34:31+00
363,20201,buyer_remorse,refunded,224.71,2024-12-17 03:25:48+00,2024-12-19 03:25:48+00
364,20236,defective,refunded,478.02,2024-12-18 04:15:28+00,2024-12-20 04:15:28+00
365,20240,late_delivery,refunded,198.03,2024-12-18 13:32:00+00,2024-12-20 13:32:00+00
366,20250,wrong_item,refunded,129.53,2024-12-18 14:51:10+00,2024-12-20 14:51:10+00
367,20298,late_delivery,refunded,52.03,2024-12-18 19:46:52+00,2024-12-20 19:46:52+00
368,20303,late_delivery,refunded,191.96,2024-12-18 04:27:16+00,2024-12-20 04:27:16+00
369,20387,size_fit,refunded,553.21,2024-12-18 09:16:57+00,2024-12-20 09:16:57+00
370,20450,buyer_remorse,refunded,257.74,2024-12-19 15:37:46+00,2024-12-21 15:37:46+00
371,20494,late_delivery,refunded,403.77,2024-12-19 12:01:08+00,2024-12-21 12:01:08+00
372,20582,wrong_item,refunded,284.09,2024-12-19 19:59:01+00,2024-12-21 19:59:01+00
373,20700,size_fit,refunded,925.17,2024-12-20 21:26:11+00,2024-12-22 21:26:11+00
374,20803,late_delivery,refunded,1725.87,2024-12-20 17:30:49+00,2024-12-22 17:30:49+00
375,20906,wrong_item,refunded,265.92,2024-12-21 10:29:40+00,2024-12-23 10:29:40+00
376,20948,size_fit,refunded,906.08,2024-12-21 05:02:18+00,2024-12-23 05:02:18+00
377,21037,late_delivery,refunded,4959.72,2024-12-21 17:15:04+00,2024-12-23 17:15:04+00
378,21048,damaged,refunded,13.38,2024-12-21 11:20:35+00,2024-12-23 11:20:35+00
379,21087,wrong_item,refunded,93.66,2024-12-21 20:15:29+00,2024-12-23 20:15:29+00
380,21131,wrong_item,refunded,263.6,2024-12-22 06:17:57+00,2024-12-24 06:17:57+00
381,21138,wrong_item,refunded,391.26,2024-12-22 17:07:32+00,2024-12-24 17:07:32+00
382,21200,buyer_remorse,refunded,1299.29,2024-12-22 03:36:36+00,2024-12-24 03:36:36+00
383,21214,defective,refunded,200.74,2024-12-22 01:00:06+00,2024-12-24 01:00:06+00
384,21263,size_fit,refunded,962.16,2024-12-22 10:23:07+00,2024-12-24 10:23:07+00
385,21287,defective,refunded,258.13,2024-12-22 13:38:52+00,2024-12-24 13:38:52+00
386,21295,size_fit,refunded,76.16,2024-12-22 22:43:45+00,2024-12-24 22:43:45+00
387,21310,size_fit,refunded,303.6,2024-12-22 12:54:09+00,2024-12-24 12:54:09+00
388,21409,defective,refunded,239.09,2024-12-23 05:51:39+00,2024-12-25 05:51:39+00
389,21437,wrong_item,refunded,192.09,2024-12-23 12:38:39+00,2024-12-25 12:38:39+00
390,21543,late_delivery,refunded,1700.62,2024-12-23 14:15:48+00,2024-12-25 14:15:48+00
391,21555,size_fit,refunded,31.76,2024-12-23 18:28:29+00,2024-12-25 18:28:29+00
392,21571,defective,refunded,1503.99,2024-12-24 22:47:07+00,2024-12-26 22:47:07+00
393,21607,late_delivery,refunded,587.5,2024-12-24 11:48:14+00,2024-12-26 11:48:14+00
394,21642,wrong_item,refunded,1119.67,2024-12-24 01:52:51+00,2024-12-26 01:52:51+00
395,21653,defective,refunded,1030.5,2024-12-24 06:14:03+00,2024-12-26 06:14:03+00
396,21715,damaged,refunded,61.29,2024-12-24 09:33:22+00,2024-12-26 09:33:22+00
397,21898,wrong_item,refunded,746.64,2024-12-25 12:41:19+00,2024-12-27 12:41:19+00
398,21939,wrong_item,refunded,75.92,2024-12-25 09:36:09+00,2024-12-27 09:36:09+00
399,21989,wrong_item,refunded,864.32,2024-12-25 15:20:40+00,2024-12-27 15:20:40+00
400,22002,wrong_item,refunded,285.54,2024-12-25 05:04:59+00,2024-12-27 05:04:59+00
401,22053,size_fit,refunded,358.02,2024-12-26 05:06:29+00,2024-12-28 05:06:29+00
402,22145,wrong_item,refunded,249.24,2024-12-26 19:18:28+00,2024-12-28 19:18:28+00
403,22163,buyer_remorse,refunded,91.07,2024-12-26 08:07:00+00,2024-12-28 08:07:00+00
404,22178,damaged,refunded,1700.62,2024-12-26 02:41:20+00,2024-12-28 02:41:20+00
405,22259,size_fit,refunded,303.6,2024-12-27 21:52:27+00,2024-12-29 21:52:27+00
406,22313,buyer_remorse,refunded,223.22,2024-12-27 11:15:18+00,2024-12-29 11:15:18+00
407,22327,damaged,refunded,92.06,2024-12-27 05:53:12+00,2024-12-29 05:53:12+00
408,22374,size_fit,refunded,335.85,2024-12-27 18:49:46+00,2024-12-29 18:49:46+00
409,22443,size_fit,refunded,1008.54,2024-12-28 01:51:06+00,2024-12-30 01:51:06+00
410,22470,wrong_item,refunded,31.1,2024-12-28 20:28:31+00,2024-12-30 20:28:31+00
411,22511,wrong_item,refunded,1141.94,2024-12-28 20:52:16+00,2024-12-30 20:52:16+00
412,22535,damaged,refunded,306.63,2024-12-28 21:41:17+00,2024-12-30 21:41:17+00
413,22595,buyer_remorse,refunded,298.38,2024-12-28 22:15:51+00,2024-12-30 22:15:51+00
414,22628,size_fit,refunded,265.92,2024-12-28 23:17:46+00,2024-12-30 23:17:46+00
415,22648,damaged,refunded,80.23,2024-12-28 07:22:22+00,2024-12-30 07:22:22+00
416,22671,defective,refunded,1044.57,2024-12-29 12:01:16+00,2024-12-31 12:01:16+00
417,22822,size_fit,refunded,102.62,2024-12-29 18:20:10+00,2024-12-31 18:20:10+00
418,22839,damaged,refunded,160.74,2024-12-29 09:11:18+00,2024-12-31 09:11:18+00
419,22898,wrong_item,refunded,308.71,2024-12-30 06:13:49+00,2025-01-01 06:13:49+00
420,22908,defective,refunded,234.34,2024-12-30 10:47:13+00,2025-01-01 10:47:13+00
421,22968,late_delivery,refunded,235.31,2024-12-30 13:01:20+00,2025-01-01 13:01:20+00
422,23047,late_delivery,refunded,195.49,2024-12-30 03:11:14+00,2025-01-01 03:11:14+00
423,23097,wrong_item,refunded,850.96,2024-12-30 07:50:12+00,2025-01-01 07:50:12+00
424,23120,buyer_remorse,refunded,420.5,2024-12-31 11:35:09+00,2025-01-02 11:35:09+00
425,23182,damaged,refunded,252.34,2024-12-31 06:37:12+00,2025-01-02 06:37:12+00
426,23270,damaged,refunded,127.27,2024-12-31 18:22:45+00,2025-01-02 18:22:45+00
427,23276,buyer_remorse,refunded,174.97,2024-12-31 06:50:58+00,2025-01-02 06:50:58+00
428,23299,damaged,refunded,223.29,2024-12-31 03:00:07+00,2025-01-02 03:00:07+00
429,23393,wrong_item,refunded,496.58,2025-01-01 08:47:24+00,2025-01-03 08:47:24+00
430,23602,wrong_item,refunded,2611.56,2025-01-02 02:10:26+00,2025-01-04 02:10:26+00
431,23768,damaged,refunded,314.13,2025-01-02 12:35:21+00,2025-01-04 12:35:21+00
432,23850,damaged,refunded,1299.29,2025-01-03 04:27:58+00,2025-01-05 04:27:58+00
433,23856,buyer_remorse,refunded,121.92,2025-01-03 20:18:21+00,2025-01-05 20:18:21+00
434,23885,size_fit,refunded,10.64,2025-01-03 05:26:52+00,2025-01-05 05:26:52+00
435,23958,buyer_remorse,refunded,138.65,2025-01-03 16:03:50+00,2025-01-05 16:03:50+00
436,23967,late_delivery,refunded,1030.5,2025-01-03 17:06:40+00,2025-01-05 17:06:40+00
437,23973,late_delivery,refunded,384.18,2025-01-03 05:37:38+00,2025-01-05 05:37:38+00
438,24034,damaged,refunded,111.61,2025-01-04 22:15:12+00,2025-01-06 22:15:12+00
439,24037,damaged,refunded,142.59,2025-01-04 05:26:44+00,2025-01-06 05:26:44+00
440,24170,defective,refunded,179.91,2025-01-04 08:34:09+00,2025-01-06 08:34:09+00
441,24274,late_delivery,refunded,274.03,2025-01-05 02:55:49+00,2025-01-07 02:55:49+00
442,24287,buyer_remorse,refunded,1216.39,2025-01-05 15:47:27+00,2025-01-07 15:47:27+00
443,24380,late_delivery,refunded,2532.3,2025-01-05 13:27:02+00,2025-01-07 13:27:02+00
444,24417,wrong_item,refunded,927.61,2025-01-05 13:46:36+00,2025-01-07 13:46:36+00
445,24502,damaged,refunded,1517.5,2025-01-06 02:24:14+00,2025-01-08 02:24:14+00
446,24545,late_delivery,refunded,167.37,2025-01-06 06:44:22+00,2025-01-08 06:44:22+00
447,24598,defective,refunded,265.91,2025-01-06 19:50:17+00,2025-01-08 19:50:17+00
448,24629,damaged,refunded,1855.22,2025-01-06 12:02:44+00,2025-01-08 12:02:44+00
449,24681,wrong_item,refunded,190.31,2025-01-07 00:56:59+00,2025-01-09 00:56:59+00
450,24701,buyer_remorse,refunded,302.26,2025-01-07 17:16:17+00,2025-01-09 17:16:17+00
451,24788,late_delivery,refunded,180.68,2025-01-07 20:56:30+00,2025-01-09 20:56:30+00
452,24849,defective,refunded,333.38,2025-01-07 03:03:51+00,2025-01-09 03:03:51+00
453,24883,defective,refunded,1339.26,2025-01-07 11:59:35+00,2025-01-09 11:59:35+00
454,24947,late_delivery,refunded,1849.88,2025-01-08 02:35:16+00,2025-01-10 02:35:16+00
455,24971,damaged,refunded,558.46,2025-01-09 12:01:13+00,2025-01-11 12:01:13+00
456,24995,buyer_remorse,refunded,125.61,2025-01-09 15:38:41+00,2025-01-11 15:38:41+00
457,24997,wrong_item,refunded,180.68,2025-01-09 11:57:54+00,2025-01-11 11:57:54+00
458,25021,defective,refunded,269.9,2025-01-09 02:58:32+00,2025-01-11 02:58:32+00
459,25070,size_fit,refunded,103.73,2025-01-10 04:16:13+00,2025-01-12 04:16:13+00
460,25154,late_delivery,refunded,281.62,2025-01-11 14:52:19+00,2025-01-13 14:52:19+00
461,25172,size_fit,refunded,217.66,2025-01-11 11:36:53+00,2025-01-13 11:36:53+00
462,25187,late_delivery,refunded,123.58,2025-01-11 23:55:59+00,2025-01-13 23:55:59+00
463,25200,size_fit,refunded,340.49,2025-01-12 04:35:20+00,2025-01-14 04:35:20+00
464,25219,size_fit,refunded,1463.52,2025-01-12 13:07:04+00,2025-01-14 13:07:04+00
465,25255,damaged,refunded,481.08,2025-01-12 14:23:10+00,2025-01-14 14:23:10+00
466,25269,buyer_remorse,refunded,53.26,2025-01-12 00:24:06+00,2025-01-14 00:24:06+00
467,25278,damaged,refunded,331.59,2025-01-12 06:35:23+00,2025-01-14 06:35:23+00
468,25315,buyer_remorse,refunded,1350.75,2025-01-13 17:30:39+00,2025-01-15 17:30:39+00
469,25342,late_delivery,refunded,308.71,2025-01-13 20:24:05+00,2025-01-15 20:24:05+00
470,25390,wrong_item,refunded,333.38,2025-01-14 07:26:27+00,2025-01-16 07:26:27+00
471,25396,damaged,refunded,234.34,2025-01-14 19:13:17+00,2025-01-16 19:13:17+00
472,25400,size_fit,refunded,802.98,2025-01-14 03:40:44+00,2025-01-16 03:40:44+00
473,25415,wrong_item,refunded,84.4,2025-01-14 22:26:37+00,2025-01-16 22:26:37+00
474,25437,late_delivery,refunded,155.94,2025-01-15 14:34:54+00,2025-01-17 14:34:54+00
475,25592,size_fit,refunded,296.07,2025-01-16 05:18:46+00,2025-01-18 05:18:46+00
476,25656,buyer_remorse,refunded,399.65,2025-01-17 21:05:58+00,2025-01-19 21:05:58+00
477,25677,damaged,refunded,200.26,2025-01-18 17:11:04+00,2025-01-20 17:11:04+00
478,25679,buyer_remorse,refunded,1855.22,2025-01-18 06:36:09+00,2025-01-20 06:36:09+00
479,25774,wrong_item,refunded,3396.14,2025-01-18 00:46:57+00,2025-01-20 00:46:57+00
480,25824,buyer_remorse,refunded,296.08,2025-01-19 18:58:02+00,2025-01-21 18:58:02+00
481,25858,damaged,refunded,180.92,2025-01-19 01:53:07+00,2025-01-21 01:53:07+00
482,25908,defective,refunded,693.53,2025-01-20 11:29:28+00,2025-01-22 11:29:28+00
483,25945,defective,refunded,265.05,2025-01-20 20:22:35+00,2025-01-22 20:22:35+00
484,25993,buyer_remorse,refunded,296.01,2025-01-21 10:18:58+00,2025-01-23 10:18:58+00
485,25994,size_fit,refunded,599.9,2025-01-21 04:46:59+00,2025-01-23 04:46:59+00
486,26067,wrong_item,refunded,140.23,2025-01-22 03:10:32+00,2025-01-24 03:10:32+00
487,26087,buyer_remorse,refunded,454.82,2025-01-22 00:01:30+00,2025-01-24 00:01:30+00
488,26176,wrong_item,refunded,89.02,2025-01-23 06:25:21+00,2025-01-25 06:25:21+00
489,26189,late_delivery,refunded,166.69,2025-01-23 20:16:41+00,2025-01-25 20:16:41+00
490,26257,defective,refunded,262.73,2025-01-24 06:43:05+00,2025-01-26 06:43:05+00
491,26319,size_fit,refunded,951.77,2025-01-25 23:25:21+00,2025-01-27 23:25:21+00
492,26328,buyer_remorse,refunded,413.58,2025-01-25 15:23:17+00,2025-01-27 15:23:17+00
493,26419,wrong_item,refunded,185.48,2025-01-26 05:40:52+00,2025-01-28 05:40:52+00
494,26462,size_fit,refunded,200.26,2025-01-27 00:32:04+00,2025-01-29 00:32:04+00
495,26478,damaged,refunded,180.92,2025-01-27 01:14:35+00,2025-01-29 01:14:35+00
496,26513,damaged,refunded,159.42,2025-01-27 06:18:20+00,2025-01-29 06:18:20+00
497,26568,size_fit,refunded,174.75,2025-01-28 21:27:51+00,2025-01-30 21:27:51+00
498,26593,buyer_remorse,refunded,365.12,2025-01-29 17:56:40+00,2025-01-31 17:56:40+00
499,26629,wrong_item,refunded,2710.6,2025-01-29 03:54:46+00,2025-01-31 03:54:46+00
500,26706,late_delivery,refunded,52.08,2025-01-30 19:34:19+00,2025-02-01 19:34:19+00
501,26713,late_delivery,refunded,272.93,2025-01-30 02:16:44+00,2025-02-01 02:16:44+00
502,26732,defective,refunded,188.86,2025-01-30 13:35:57+00,2025-02-01 13:35:57+00
503,26742,damaged,refunded,18.53,2025-01-31 00:34:49+00,2025-02-02 00:34:49+00
504,26762,damaged,refunded,614.12,2025-01-31 08:33:38+00,2025-02-02 08:33:38+00
505,26772,late_delivery,refunded,575.29,2025-01-31 08:37:11+00,2025-02-02 08:37:11+00
506,26957,wrong_item,refunded,258.13,2025-02-03 14:57:33+00,2025-02-05 14:57:33+00
507,26985,defective,refunded,272.29,2025-02-03 19:20:05+00,2025-02-05 19:20:05+00
508,27018,damaged,refunded,185.34,2025-02-03 04:19:19+00,2025-02-05 04:19:19+00
509,27036,defective,refunded,569.41,2025-02-04 01:46:36+00,2025-02-06 01:46:36+00
510,27053,buyer_remorse,refunded,187.32,2025-02-04 00:04:54+00,2025-02-06 00:04:54+00
511,27108,damaged,refunded,1695.26,2025-02-05 13:08:59+00,2025-02-07 13:08:59+00
512,27113,damaged,refunded,242.54,2025-02-05 09:38:08+00,2025-02-07 09:38:08+00
513,27184,size_fit,refunded,335.85,2025-02-06 20:59:02+00,2025-02-08 20:59:02+00
514,27208,wrong_item,refunded,1304.6,2025-02-06 21:11:02+00,2025-02-08 21:11:02+00
515,27307,late_delivery,refunded,207.87,2025-02-07 18:09:26+00,2025-02-09 18:09:26+00
516,27345,buyer_remorse,refunded,905.95,2025-02-07 16:02:28+00,2025-02-09 16:02:28+00
517,27379,late_delivery,refunded,1139.92,2025-02-08 23:29:09+00,2025-02-10 23:29:09+00
518,27484,buyer_remorse,refunded,101.46,2025-02-09 13:39:17+00,2025-02-11 13:39:17+00
519,27492,late_delivery,refunded,1920.7,2025-02-10 18:45:26+00,2025-02-12 18:45:26+00
520,27517,size_fit,refunded,193.89,2025-02-10 00:35:46+00,2025-02-12 00:35:46+00
521,27527,wrong_item,refunded,129.25,2025-02-10 11:56:41+00,2025-02-12 11:56:41+00
522,27571,size_fit,refunded,1175.0,2025-02-11 11:36:14+00,2025-02-13 11:36:14+00
523,27721,defective,refunded,243.8,2025-02-12 22:32:06+00,2025-02-14 22:32:06+00
524,27796,buyer_remorse,refunded,119.1,2025-02-13 12:32:49+00,2025-02-15 12:32:49+00
525,27802,size_fit,refunded,674.86,2025-02-13 16:50:05+00,2025-02-15 16:50:05+00
526,27887,damaged,refunded,1695.26,2025-02-14 19:08:06+00,2025-02-16 19:08:06+00
527,27911,damaged,refunded,274.03,2025-02-15 09:51:07+00,2025-02-17 09:51:07+00
528,27965,damaged,refunded,10.66,2025-02-15 15:09:51+00,2025-02-17 15:09:51+00
529,27984,wrong_item,refunded,460.64,2025-02-15 13:57:51+00,2025-02-17 13:57:51+00
530,28162,defective,refunded,742.52,2025-02-18 21:09:22+00,2025-02-20 21:09:22+00
531,28193,wrong_item,refunded,428.44,2025-02-18 22:33:38+00,2025-02-20 22:33:38+00
532,28211,defective,refunded,391.26,2025-02-18 13:07:12+00,2025-02-20 13:07:12+00
533,28213,buyer_remorse,refunded,1333.66,2025-02-18 12:22:16+00,2025-02-20 12:22:16+00
534,28257,wrong_item,refunded,1392.65,2025-02-19 07:53:41+00,2025-02-21 07:53:41+00
535,28294,wrong_item,refunded,162.04,2025-02-19 04:03:14+00,2025-02-21 04:03:14+00
536,28370,buyer_remorse,refunded,401.84,2025-02-20 03:51:51+00,2025-02-22 03:51:51+00
537,28521,size_fit,refunded,135.2,2025-02-22 08:56:21+00,2025-02-24 08:56:21+00
538,28533,damaged,refunded,240.68,2025-02-22 05:27:48+00,2025-02-24 05:27:48+00
539,28631,defective,refunded,2869.02,2025-02-23 03:22:51+00,2025-02-25 03:22:51+00
540,28675,size_fit,refunded,886.72,2025-02-24 05:50:04+00,2025-02-26 05:50:04+00
541,28736,defective,refunded,47.32,2025-02-24 12:36:49+00,2025-02-26 12:36:49+00
542,28750,damaged,refunded,481.08,2025-02-25 03:01:08+00,2025-02-27 03:01:08+00
543,28804,defective,refunded,174.97,2025-02-25 08:21:13+00,2025-02-27 08:21:13+00
544,28907,late_delivery,refunded,102.62,2025-02-26 23:55:49+00,2025-02-28 23:55:49+00
545,28958,late_delivery,refunded,1700.62,2025-02-27 05:03:45+00,2025-03-01 05:03:45+00
546,28997,defective,refunded,199.18,2025-02-27 13:23:44+00,2025-03-01 13:23:44+00
547,29134,late_delivery,refunded,275.97,2025-03-01 20:09:29+00,2025-03-03 20:09:29+00
548,29149,damaged,refunded,378.24,2025-03-01 13:08:25+00,2025-03-03 13:08:25+00
549,29169,buyer_remorse,refunded,776.05,2025-03-01 04:35:01+00,2025-03-03 04:35:01+00
550,29212,buyer_remorse,refunded,1011.27,2025-03-02 13:17:27+00,2025-03-04 13:17:27+00
551,29243,wrong_item,refunded,179.39,2025-03-02 17:58:24+00,2025-03-04 17:58:24+00
552,29247,late_delivery,refunded,168.99,2025-03-02 09:44:25+00,2025-03-04 09:44:25+00
553,29426,buyer_remorse,refunded,1269.81,2025-03-05 03:03:43+00,2025-03-07 03:03:43+00
554,29531,late_delivery,refunded,587.5,2025-03-06 09:22:46+00,2025-03-08 09:22:46+00
555,29621,defective,refunded,587.5,2025-03-08 00:04:59+00,2025-03-10 00:04:59+00
556,29830,size_fit,refunded,254.54,2025-03-10 02:46:20+00,2025-03-12 02:46:20+00
557,29839,wrong_item,refunded,141.79,2025-03-10 00:20:52+00,2025-03-12 00:20:52+00
558,29967,damaged,refunded,133.67,2025-03-11 03:07:06+00,2025-03-13 03:07:06+00
559,30110,buyer_remorse,refunded,104.46,2025-03-13 15:46:27+00,2025-03-15 15:46:27+00
560,30160,defective,refunded,129.83,2025-03-13 11:22:13+00,2025-03-15 11:22:13+00
561,30174,defective,refunded,195.02,2025-03-14 12:56:20+00,2025-03-16 12:56:20+00
562,30176,defective,refunded,42.37,2025-03-14 13:45:54+00,2025-03-16 13:45:54+00
563,30223,size_fit,refunded,192.09,2025-03-14 16:19:55+00,2025-03-16 16:19:55+00
564,30228,wrong_item,refunded,123.58,2025-03-14 12:35:27+00,2025-03-16 12:35:27+00
565,30240,wrong_item,refunded,253.65,2025-03-14 20:33:37+00,2025-03-16 20:33:37+00
566,30329,buyer_remorse,refunded,574.29,2025-03-15 07:47:47+00,2025-03-17 07:47:47+00
567,30387,defective,refunded,122.58,2025-03-16 00:10:49+00,2025-03-18 00:10:49+00
568,30412,defective,refunded,1285.81,2025-03-16 08:41:24+00,2025-03-18 08:41:24+00
569,30442,defective,refunded,119.61,2025-03-17 11:52:02+00,2025-03-19 11:52:02+00
570,30463,buyer_remorse,refunded,48.36,2025-03-17 23:52:52+00,2025-03-19 23:52:52+00
571,30468,size_fit,refunded,2898.0,2025-03-17 02:40:39+00,2025-03-19 02:40:39+00
572,30513,buyer_remorse,refunded,878.46,2025-03-17 05:58:50+00,2025-03-19 05:58:50+00
573,30540,size_fit,refunded,235.41,2025-03-18 22:59:54+00,2025-03-20 22:59:54+00
574,30636,late_delivery,refunded,109.5,2025-03-19 13:28:56+00,2025-03-21 13:28:56+00
