review_id,product_id,customer_id,rating,title,comment,created_at,updated_at
708,130,594,3,Average,Decent but has some minor issues.,2024-08-29 11:25:48+00,2024-08-29 11:25:48+00
709,214,4530,2,Disappointed,"Not as described, quality is subpar.",2024-08-29 22:34:36+00,2024-08-29 22:34:36+00
710,101,9225,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-08-29 15:52:33+00,2024-08-29 15:52:33+00
711,94,65,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-08-29 17:40:54+00,2024-08-29 17:40:54+00
712,464,750,4,Very Good,"Good value for money, functions well.",2024-08-29 11:12:49+00,2024-08-29 11:12:49+00
713,413,6830,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-08-29 07:08:50+00,2024-08-29 07:08:50+00
714,142,9173,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-08-29 09:30:05+00,2024-08-29 09:30:05+00
715,384,10163,4,Very Good,"Good value for money, functions well.",2024-08-29 05:18:46+00,2024-08-29 05:18:46+00
716,184,4817,1,Awful product,"Stopped working after two days, avoid!",2024-08-29 21:48:44+00,2024-08-29 21:48:44+00
717,358,7938,4,Very Good,"Good value for money, functions well.",2024-08-30 03:24:26+00,2024-08-30 03:24:26+00
718,497,6405,4,Very Good,"Good value for money, functions well.",2024-08-30 15:32:23+00,2024-08-30 15:32:23+00
719,503,7912,4,Very Good,"Good value for money, functions well.",2024-08-30 20:13:21+00,2024-08-30 20:13:21+00
720,397,7983,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-08-30 00:18:20+00,2024-08-30 00:18:20+00
721,223,1714,1,Awful product,"Stopped working after two days, avoid!",2024-08-30 21:41:13+00,2024-08-30 21:41:13+00
722,310,9027,4,Very Good,"Good value for money, functions well.",2024-08-30 03:53:00+00,2024-08-30 03:53:00+00
723,2,6553,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-08-30 14:40:00+00,2024-08-30 14:40:00+00
724,158,1408,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-08-30 10:53:01+00,2024-08-30 10:53:01+00
725,247,9329,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-08-30 00:16:27+00,2024-08-30 00:16:27+00
726,262,4885,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-08-31 01:52:00+00,2024-08-31 01:52:00+00
727,292,2274,4,Very Good,"Good value for money, functions well.",2024-08-31 04:11:17+00,2024-08-31 04:11:17+00
728,12,681,4,Very Good,"Good value for money, functions well.",2024-08-31 01:47:28+00,2024-08-31 01:47:28+00
729,65,1482,3,Average,Decent but has some minor issues.,2024-08-31 02:56:01+00,2024-08-31 02:56:01+00
730,35,10146,3,Average,Decent but has some minor issues.,2024-08-31 14:39:42+00,2024-08-31 14:39:42+00
731,336,4498,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-08-31 08:29:36+00,2024-08-31 08:29:36+00
732,389,3244,4,Very Good,"Good value for money, functions well.",2024-08-31 00:32:18+00,2024-08-31 00:32:18+00
733,248,5755,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-08-31 04:32:27+00,2024-08-31 04:32:27+00
734,482,7664,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-08-31 10:15:45+00,2024-08-31 10:15:45+00
735,399,1239,4,Very Good,"Good value for money, functions well.",2024-08-31 14:46:03+00,2024-08-31 14:46:03+00
736,296,4485,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-08-31 14:24:07+00,2024-08-31 14:24:07+00
737,33,3712,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-08-31 05:31:11+00,2024-08-31 05:31:11+00
738,396,9848,4,Very Good,"Good value for money, functions well.",2024-09-01 07:32:49+00,2024-09-01 07:32:49+00
739,385,2016,2,Disappointed,"Not as described, quality is subpar.",2024-09-01 20:07:34+00,2024-09-01 20:07:34+00
740,394,3574,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-01 18:17:01+00,2024-09-01 18:17:01+00
741,393,646,4,Very Good,"Good value for money, functions well.",2024-09-01 22:27:45+00,2024-09-01 22:27:45+00
742,434,8774,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-01 11:10:37+00,2024-09-01 11:10:37+00
743,179,143,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-01 16:47:23+00,2024-09-01 16:47:23+00
744,243,2577,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-01 21:47:20+00,2024-09-01 21:47:20+00
745,264,4924,3,Average,Decent but has some minor issues.,2024-09-01 17:07:05+00,2024-09-01 17:07:05+00
746,23,1890,4,Very Good,"Good value for money, functions well.",2024-09-01 17:57:12+00,2024-09-01 17:57:12+00
747,407,3998,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-02 02:56:59+00,2024-09-02 02:56:59+00
748,276,9720,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-02 16:22:45+00,2024-09-02 16:22:45+00
749,2,9892,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-02 13:14:17+00,2024-09-02 13:14:17+00
750,244,3324,2,Disappointed,"Not as described, quality is subpar.",2024-09-02 08:14:44+00,2024-09-02 08:14:44+00
751,256,10227,4,Very Good,"Good value for money, functions well.",2024-09-02 16:18:31+00,2024-09-02 16:18:31+00
752,362,2147,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-02 18:37:09+00,2024-09-02 18:37:09+00
753,327,8516,2,Disappointed,"Not as described, quality is subpar.",2024-09-02 06:09:05+00,2024-09-02 06:09:05+00
754,408,15,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-02 02:39:02+00,2024-09-02 02:39:02+00
755,415,7685,1,Awful product,"Stopped working after two days, avoid!",2024-09-02 20:33:54+00,2024-09-02 20:33:54+00
756,127,5929,4,Very Good,"Good value for money, functions well.",2024-09-02 00:09:07+00,2024-09-02 00:09:07+00
757,77,5604,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-02 05:42:11+00,2024-09-02 05:42:11+00
758,258,5383,4,Very Good,"Good value for money, functions well.",2024-09-02 07:09:21+00,2024-09-02 07:09:21+00
759,301,3619,4,Very Good,"Good value for money, functions well.",2024-09-02 14:05:51+00,2024-09-02 14:05:51+00
760,429,2703,2,Disappointed,"Not as described, quality is subpar.",2024-09-03 09:20:16+00,2024-09-03 09:20:16+00
761,352,1752,4,Very Good,"Good value for money, functions well.",2024-09-03 10:32:21+00,2024-09-03 10:32:21+00
762,54,8862,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-03 06:26:24+00,2024-09-03 06:26:24+00
763,431,5802,4,Very Good,"Good value for money, functions well.",2024-09-03 23:48:24+00,2024-09-03 23:48:24+00
764,502,1761,4,Very Good,"Good value for money, functions well.",2024-09-03 09:37:04+00,2024-09-03 09:37:04+00
765,115,6794,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-03 23:11:04+00,2024-09-03 23:11:04+00
766,460,9873,3,Average,Decent but has some minor issues.,2024-09-03 00:07:22+00,2024-09-03 00:07:22+00
767,478,1971,4,Very Good,"Good value for money, functions well.",2024-09-03 08:43:25+00,2024-09-03 08:43:25+00
768,193,569,4,Very Good,"Good value for money, functions well.",2024-09-03 07:37:22+00,2024-09-03 07:37:22+00
769,121,4277,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-03 20:53:32+00,2024-09-03 20:53:32+00
770,154,2954,4,Very Good,"Good value for money, functions well.",2024-09-03 02:33:18+00,2024-09-03 02:33:18+00
771,225,7006,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-03 08:28:08+00,2024-09-03 08:28:08+00
772,447,5217,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-04 00:50:58+00,2024-09-04 00:50:58+00
773,376,6160,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-04 13:53:33+00,2024-09-04 13:53:33+00
774,306,3909,4,Very Good,"Good value for money, functions well.",2024-09-04 07:17:30+00,2024-09-04 07:17:30+00
775,497,4843,3,Average,Decent but has some minor issues.,2024-09-04 03:43:18+00,2024-09-04 03:43:18+00
776,462,3654,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-04 15:55:25+00,2024-09-04 15:55:25+00
777,241,1154,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-04 04:36:35+00,2024-09-04 04:36:35+00
778,98,9901,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-04 05:52:25+00,2024-09-04 05:52:25+00
779,202,5121,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-04 12:35:14+00,2024-09-04 12:35:14+00
780,56,6442,3,Average,Decent but has some minor issues.,2024-09-04 16:18:32+00,2024-09-04 16:18:32+00
781,213,2583,4,Very Good,"Good value for money, functions well.",2024-09-04 13:26:34+00,2024-09-04 13:26:34+00
782,177,7097,4,Very Good,"Good value for money, functions well.",2024-09-04 00:52:40+00,2024-09-04 00:52:40+00
783,398,4045,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-04 00:51:07+00,2024-09-04 00:51:07+00
784,395,6013,4,Very Good,"Good value for money, functions well.",2024-09-05 18:27:23+00,2024-09-05 18:27:23+00
785,74,5420,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-05 13:57:19+00,2024-09-05 13:57:19+00
786,315,4,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-05 15:27:21+00,2024-09-05 15:27:21+00
787,146,2257,4,Very Good,"Good value for money, functions well.",2024-09-05 21:22:08+00,2024-09-05 21:22:08+00
788,213,2702,4,Very Good,"Good value for money, functions well.",2024-09-05 20:07:57+00,2024-09-05 20:07:57+00
789,289,242,4,Very Good,"Good value for money, functions well.",2024-09-05 04:30:35+00,2024-09-05 04:30:35+00
790,513,7737,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-05 13:12:22+00,2024-09-05 13:12:22+00
791,327,646,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-05 23:04:01+00,2024-09-05 23:04:01+00
792,183,10182,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-05 02:53:31+00,2024-09-05 02:53:31+00
793,509,280,1,Awful product,"Stopped working after two days, avoid!",2024-09-05 17:47:14+00,2024-09-05 17:47:14+00
794,75,1099,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-05 22:33:42+00,2024-09-05 22:33:42+00
795,404,8155,3,Average,Decent but has some minor issues.,2024-09-05 02:17:40+00,2024-09-05 02:17:40+00
796,155,6653,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-05 22:58:08+00,2024-09-05 22:58:08+00
797,441,5131,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-05 15:21:07+00,2024-09-05 15:21:07+00
798,48,10347,3,Average,Decent but has some minor issues.,2024-09-06 17:59:26+00,2024-09-06 17:59:26+00
799,191,2432,1,Awful product,"Stopped working after two days, avoid!",2024-09-06 12:30:40+00,2024-09-06 12:30:40+00
800,16,9119,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-06 23:00:39+00,2024-09-06 23:00:39+00
801,458,6867,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-06 17:12:29+00,2024-09-06 17:12:29+00
802,79,6781,1,Awful product,"Stopped working after two days, avoid!",2024-09-06 19:04:41+00,2024-09-06 19:04:41+00
803,330,3261,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-06 07:04:51+00,2024-09-06 07:04:51+00
804,70,7634,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-06 15:09:55+00,2024-09-06 15:09:55+00
805,93,4085,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-06 17:43:45+00,2024-09-06 17:43:45+00
806,168,7769,4,Very Good,"Good value for money, functions well.",2024-09-06 02:48:20+00,2024-09-06 02:48:20+00
807,411,231,4,Very Good,"Good value for money, functions well.",2024-09-06 12:06:31+00,2024-09-06 12:06:31+00
808,301,5579,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-06 09:59:26+00,2024-09-06 09:59:26+00
809,37,8607,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-06 21:59:54+00,2024-09-06 21:59:54+00
810,118,3764,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-06 08:26:14+00,2024-09-06 08:26:14+00
811,72,5141,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-06 04:05:21+00,2024-09-06 04:05:21+00
812,149,4068,4,Very Good,"Good value for money, functions well.",2024-09-06 14:12:35+00,2024-09-06 14:12:35+00
813,259,3293,1,Awful product,"Stopped working after two days, avoid!",2024-09-06 18:30:19+00,2024-09-06 18:30:19+00
814,118,8482,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-06 14:22:20+00,2024-09-06 14:22:20+00
815,26,481,4,Very Good,"Good value for money, functions well.",2024-09-07 05:01:34+00,2024-09-07 05:01:34+00
816,99,3693,3,Average,Decent but has some minor issues.,2024-09-07 00:55:09+00,2024-09-07 00:55:09+00
817,55,6322,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-07 16:28:40+00,2024-09-07 16:28:40+00
818,340,5556,3,Average,Decent but has some minor issues.,2024-09-07 19:42:47+00,2024-09-07 19:42:47+00
819,228,5365,4,Very Good,"Good value for money, functions well.",2024-09-07 17:09:40+00,2024-09-07 17:09:40+00
820,189,9735,3,Average,Decent but has some minor issues.,2024-09-07 03:15:49+00,2024-09-07 03:15:49+00
821,6,7571,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-07 22:22:35+00,2024-09-07 22:22:35+00
822,375,2716,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-07 05:59:44+00,2024-09-07 05:59:44+00
823,81,4218,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-07 13:06:40+00,2024-09-07 13:06:40+00
824,122,6736,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-07 16:59:31+00,2024-09-07 16:59:31+00
825,50,460,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-07 14:49:18+00,2024-09-07 14:49:18+00
826,398,9849,4,Very Good,"Good value for money, functions well.",2024-09-07 13:17:29+00,2024-09-07 13:17:29+00
827,153,7232,4,Very Good,"Good value for money, functions well.",2024-09-07 10:54:30+00,2024-09-07 10:54:30+00
828,407,2521,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-07 20:49:20+00,2024-09-07 20:49:20+00
829,50,6666,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-07 05:57:24+00,2024-09-07 05:57:24+00
830,510,6464,3,Average,Decent but has some minor issues.,2024-09-07 06:36:35+00,2024-09-07 06:36:35+00
831,62,10077,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-08 16:54:06+00,2024-09-08 16:54:06+00
832,86,3982,2,Disappointed,"Not as described, quality is subpar.",2024-09-08 11:49:35+00,2024-09-08 11:49:35+00
833,351,3231,4,Very Good,"Good value for money, functions well.",2024-09-08 12:07:55+00,2024-09-08 12:07:55+00
834,3,1049,4,Very Good,"Good value for money, functions well.",2024-09-08 18:20:28+00,2024-09-08 18:20:28+00
835,341,9296,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-08 10:24:46+00,2024-09-08 10:24:46+00
836,128,4177,4,Very Good,"Good value for money, functions well.",2024-09-08 05:23:00+00,2024-09-08 05:23:00+00
837,186,306,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-08 13:10:29+00,2024-09-08 13:10:29+00
838,77,4704,4,Very Good,"Good value for money, functions well.",2024-09-08 06:23:15+00,2024-09-08 06:23:15+00
839,371,8082,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-08 14:16:03+00,2024-09-08 14:16:03+00
840,12,8989,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-08 12:41:17+00,2024-09-08 12:41:17+00
841,455,7432,3,Average,Decent but has some minor issues.,2024-09-08 15:22:43+00,2024-09-08 15:22:43+00
842,378,2338,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-08 22:49:40+00,2024-09-08 22:49:40+00
843,359,2545,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-08 21:56:30+00,2024-09-08 21:56:30+00
844,477,6214,4,Very Good,"Good value for money, functions well.",2024-09-08 13:00:47+00,2024-09-08 13:00:47+00
845,356,2706,4,Very Good,"Good value for money, functions well.",2024-09-08 10:01:01+00,2024-09-08 10:01:01+00
846,507,1850,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-09 03:49:01+00,2024-09-09 03:49:01+00
847,248,5596,4,Very Good,"Good value for money, functions well.",2024-09-09 22:09:46+00,2024-09-09 22:09:46+00
848,310,7091,4,Very Good,"Good value for money, functions well.",2024-09-09 23:05:06+00,2024-09-09 23:05:06+00
849,497,2303,4,Very Good,"Good value for money, functions well.",2024-09-09 16:58:48+00,2024-09-09 16:58:48+00
850,332,4103,3,Average,Decent but has some minor issues.,2024-09-09 09:04:06+00,2024-09-09 09:04:06+00
851,256,4677,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-09 23:06:42+00,2024-09-09 23:06:42+00
852,468,10433,4,Very Good,"Good value for money, functions well.",2024-09-09 06:13:58+00,2024-09-09 06:13:58+00
853,379,3883,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-09 21:44:51+00,2024-09-09 21:44:51+00
854,409,9959,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-09 21:07:44+00,2024-09-09 21:07:44+00
855,164,324,3,Average,Decent but has some minor issues.,2024-09-09 05:16:15+00,2024-09-09 05:16:15+00
856,204,4902,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-09 01:56:29+00,2024-09-09 01:56:29+00
857,341,585,4,Very Good,"Good value for money, functions well.",2024-09-09 15:18:08+00,2024-09-09 15:18:08+00
858,36,7059,4,Very Good,"Good value for money, functions well.",2024-09-09 17:19:29+00,2024-09-09 17:19:29+00
859,296,6796,4,Very Good,"Good value for money, functions well.",2024-09-09 03:48:27+00,2024-09-09 03:48:27+00
860,231,7128,3,Average,Decent but has some minor issues.,2024-09-10 19:07:03+00,2024-09-10 19:07:03+00
861,232,2085,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-10 19:44:28+00,2024-09-10 19:44:28+00
862,310,8467,3,Average,Decent but has some minor issues.,2024-09-10 11:08:31+00,2024-09-10 11:08:31+00
863,151,3052,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-10 17:53:14+00,2024-09-10 17:53:14+00
864,487,6199,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-10 20:50:52+00,2024-09-10 20:50:52+00
865,474,4091,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-10 21:57:15+00,2024-09-10 21:57:15+00
866,428,2958,4,Very Good,"Good value for money, functions well.",2024-09-10 16:33:13+00,2024-09-10 16:33:13+00
867,505,1414,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-10 10:56:30+00,2024-09-10 10:56:30+00
868,69,6101,4,Very Good,"Good value for money, functions well.",2024-09-10 14:01:15+00,2024-09-10 14:01:15+00
869,199,4360,3,Average,Decent but has some minor issues.,2024-09-10 12:46:14+00,2024-09-10 12:46:14+00
870,76,4024,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-10 01:05:03+00,2024-09-10 01:05:03+00
871,3,6660,4,Very Good,"Good value for money, functions well.",2024-09-10 20:31:25+00,2024-09-10 20:31:25+00
872,492,8523,4,Very Good,"Good value for money, functions well.",2024-09-10 13:01:25+00,2024-09-10 13:01:25+00
873,237,3338,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-11 02:13:50+00,2024-09-11 02:13:50+00
874,220,3356,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-11 02:39:38+00,2024-09-11 02:39:38+00
875,296,1550,4,Very Good,"Good value for money, functions well.",2024-09-11 16:23:52+00,2024-09-11 16:23:52+00
876,305,8141,2,Disappointed,"Not as described, quality is subpar.",2024-09-11 12:34:39+00,2024-09-11 12:34:39+00
877,257,5747,4,Very Good,"Good value for money, functions well.",2024-09-11 17:23:52+00,2024-09-11 17:23:52+00
878,387,106,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-11 14:15:23+00,2024-09-11 14:15:23+00
879,379,3900,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-11 17:07:29+00,2024-09-11 17:07:29+00
880,39,2696,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-11 19:55:27+00,2024-09-11 19:55:27+00
881,296,6217,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-11 17:13:27+00,2024-09-11 17:13:27+00
882,351,5502,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-11 05:58:43+00,2024-09-11 05:58:43+00
883,313,3731,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-11 09:33:00+00,2024-09-11 09:33:00+00
884,456,6915,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-12 21:01:00+00,2024-09-12 21:01:00+00
885,324,2968,4,Very Good,"Good value for money, functions well.",2024-09-12 00:25:00+00,2024-09-12 00:25:00+00
886,456,149,4,Very Good,"Good value for money, functions well.",2024-09-12 02:04:51+00,2024-09-12 02:04:51+00
887,373,4921,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-12 03:04:11+00,2024-09-12 03:04:11+00
888,472,8831,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-12 22:43:09+00,2024-09-12 22:43:09+00
889,149,1889,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-12 17:48:01+00,2024-09-12 17:48:01+00
890,190,2260,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-12 10:14:49+00,2024-09-12 10:14:49+00
891,125,8410,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-12 15:39:32+00,2024-09-12 15:39:32+00
892,156,303,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-12 14:08:52+00,2024-09-12 14:08:52+00
893,134,453,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-12 17:46:29+00,2024-09-12 17:46:29+00
894,163,6510,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-13 13:08:52+00,2024-09-13 13:08:52+00
895,191,9570,4,Very Good,"Good value for money, functions well.",2024-09-13 09:21:17+00,2024-09-13 09:21:17+00
896,177,7288,3,Average,Decent but has some minor issues.,2024-09-13 05:52:19+00,2024-09-13 05:52:19+00
897,244,247,3,Average,Decent but has some minor issues.,2024-09-13 06:45:44+00,2024-09-13 06:45:44+00
898,145,5104,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-13 19:06:36+00,2024-09-13 19:06:36+00
899,433,9458,4,Very Good,"Good value for money, functions well.",2024-09-13 13:45:58+00,2024-09-13 13:45:58+00
900,262,7336,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-13 04:21:33+00,2024-09-13 04:21:33+00
901,266,9832,4,Very Good,"Good value for money, functions well.",2024-09-13 22:44:40+00,2024-09-13 22:44:40+00
902,5,1145,3,Average,Decent but has some minor issues.,2024-09-13 07:07:05+00,2024-09-13 07:07:05+00
903,116,7123,2,Disappointed,"Not as described, quality is subpar.",2024-09-13 19:56:58+00,2024-09-13 19:56:58+00
904,408,889,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-14 15:06:58+00,2024-09-14 15:06:58+00
905,305,3388,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-14 22:00:28+00,2024-09-14 22:00:28+00
906,323,8471,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-14 17:08:11+00,2024-09-14 17:08:11+00
907,404,7737,2,Disappointed,"Not as described, quality is subpar.",2024-09-14 14:28:45+00,2024-09-14 14:28:45+00
908,203,6987,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-14 20:14:38+00,2024-09-14 20:14:38+00
909,121,10412,4,Very Good,"Good value for money, functions well.",2024-09-14 19:07:27+00,2024-09-14 19:07:27+00
910,62,5071,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-14 05:43:34+00,2024-09-14 05:43:34+00
911,129,1099,3,Average,Decent but has some minor issues.,2024-09-14 22:48:46+00,2024-09-14 22:48:46+00
912,174,1514,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-14 22:46:48+00,2024-09-14 22:46:48+00
913,262,10064,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-15 23:47:54+00,2024-09-15 23:47:54+00
914,384,4916,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-15 00:54:38+00,2024-09-15 00:54:38+00
915,110,2109,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-15 05:32:47+00,2024-09-15 05:32:47+00
916,160,2327,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-15 17:37:26+00,2024-09-15 17:37:26+00
917,276,7600,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-15 02:40:45+00,2024-09-15 02:40:45+00
918,490,6427,4,Very Good,"Good value for money, functions well.",2024-09-15 20:20:15+00,2024-09-15 20:20:15+00
919,20,7920,4,Very Good,"Good value for money, functions well.",2024-09-15 19:58:04+00,2024-09-15 19:58:04+00
920,427,8262,3,Average,Decent but has some minor issues.,2024-09-15 23:53:38+00,2024-09-15 23:53:38+00
921,28,185,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-15 08:10:26+00,2024-09-15 08:10:26+00
922,264,9403,4,Very Good,"Good value for money, functions well.",2024-09-15 20:38:48+00,2024-09-15 20:38:48+00
923,209,6708,4,Very Good,"Good value for money, functions well.",2024-09-15 23:09:38+00,2024-09-15 23:09:38+00
924,375,9192,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-15 18:36:12+00,2024-09-15 18:36:12+00
925,478,795,4,Very Good,"Good value for money, functions well.",2024-09-16 07:16:06+00,2024-09-16 07:16:06+00
926,155,1976,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-16 15:03:41+00,2024-09-16 15:03:41+00
927,158,1340,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-16 10:53:48+00,2024-09-16 10:53:48+00
928,501,2930,4,Very Good,"Good value for money, functions well.",2024-09-16 22:55:00+00,2024-09-16 22:55:00+00
929,225,6306,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-16 22:52:46+00,2024-09-16 22:52:46+00
930,287,6206,4,Very Good,"Good value for money, functions well.",2024-09-16 04:43:06+00,2024-09-16 04:43:06+00
931,511,1392,4,Very Good,"Good value for money, functions well.",2024-09-16 15:24:46+00,2024-09-16 15:24:46+00
932,390,10005,3,Average,Decent but has some minor issues.,2024-09-16 19:16:23+00,2024-09-16 19:16:23+00
933,371,6170,3,Average,Decent but has some minor issues.,2024-09-17 23:50:59+00,2024-09-17 23:50:59+00
934,240,6181,4,Very Good,"Good value for money, functions well.",2024-09-17 02:04:45+00,2024-09-17 02:04:45+00
935,68,7551,4,Very Good,"Good value for money, functions well.",2024-09-17 15:59:11+00,2024-09-17 15:59:11+00
936,202,10159,4,Very Good,"Good value for money, functions well.",2024-09-17 16:56:36+00,2024-09-17 16:56:36+00
937,94,6591,4,Very Good,"Good value for money, functions well.",2024-09-17 23:41:50+00,2024-09-17 23:41:50+00
938,437,6674,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-17 11:11:43+00,2024-09-17 11:11:43+00
939,213,7034,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-17 12:37:58+00,2024-09-17 12:37:58+00
940,501,1181,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-17 09:33:06+00,2024-09-17 09:33:06+00
941,297,977,4,Very Good,"Good value for money, functions well.",2024-09-17 10:18:26+00,2024-09-17 10:18:26+00
942,22,9735,5,Excellent!,"Exceeded my expectations, highly recommended!",2024-09-17 07:00:01+00,2024-09-17 07:00:01+00
